AuthorName,Age,Nationality,email,ArticleTitle,YearPublished,ConferenceName,Location,ISBN,DOI,Volume,Npages,Edition,keyword1,keyword2,keyword3,keyword4
Grzegorz Rozenberg,57,Swedish,Gr5@gmail.com,Inductive Completion with Retracts.,1988,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Grzegorz Rozenberg,57,Swedish,Gr5@gmail.com,Modelling higher-order dual nondeterminacy.,2008,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Rainer Kemp,27,Irish,Ra2@gmail.com,Complete Parameterized Families of Job Scheduling Strategies.,1977,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
Rainer Kemp,27,Irish,Ra2@gmail.com,Modelling higher-order dual nondeterminacy.,2008,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Rainer Kemp,27,Irish,Ra2@gmail.com,Dispatcher Primitives for the Construction of Operating System Kernels.,1975,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Rainer Kemp,27,Irish,Ra2@gmail.com,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,1994,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Yijie Han,62,Italian,Yi0@gmail.com,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,1994,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Yoshihide Igarashi,53,American,Yo4@gmail.com,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,1994,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Yoshihide Igarashi,53,American,Yo4@gmail.com,Compositional schedulability analysis of real-time actor-based systems.,2017,Conference on Empirical Methods in Natural Language Processing,Luxembourg,357-7-13-100621-7,3.4895/1161171201198977,37,81,22,type theory,automated theorem proving,language semantics,computer security
Ian F. Akyildiz,27,Irish,Ia12@gmail.com,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,1994,Annual Meeting of the Association for Computational Linguistics,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Ian F. Akyildiz,27,Irish,Ia12@gmail.com,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,1994,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Ian F. Akyildiz,27,Irish,Ia12@gmail.com,Worst Case Performance of Weighted Buddy Systems.,1987,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Horst von Brand,33,Norwegian,Ho5@gmail.com,A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,1994,IEEE Transactions on Pattern Analysis and Machine Intelligence,Ecuador,738-8-4-100052-6,7.2263/1181101111226406,66,160,17,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Horst von Brand,33,Norwegian,Ho5@gmail.com,Compositional schedulability analysis of real-time actor-based systems.,2017,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Horst von Brand,33,Norwegian,Ho5@gmail.com,Contextual Nets.,1995,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
X. J. Chen,53,Irish,X.2@gmail.com,Compositional schedulability analysis of real-time actor-based systems.,2017,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
X. J. Chen,53,Irish,X.2@gmail.com,COSY - A System Specification Language Based on Paths and Processes.,1979,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Carlo Montangero,47,Norwegian,Ca11@gmail.com,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,1994,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Carlo Montangero,47,Norwegian,Ca11@gmail.com,Contextual Nets.,1995,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
Carlo Montangero,47,Norwegian,Ca11@gmail.com,COSY - A System Specification Language Based on Paths and Processes.,1979,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Carlo Montangero,47,Norwegian,Ca11@gmail.com,Applying relation algebra and Rel View to solve problems on orders and lattices.,2008,NeuroImage,Netherlands,358-5-8-100034-7,4.5742/1151041131209445,67,95,7,sequence alignment,gene finding,genome assembly,drug design
Rob J. van Glabbeek,74,French,Ro17@gmail.com,Worst Case Performance of Weighted Buddy Systems.,1987,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Rob J. van Glabbeek,74,French,Ro17@gmail.com,Contextual Nets.,1995,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Rob J. van Glabbeek,74,French,Ro17@gmail.com,COSY - A System Specification Language Based on Paths and Processes.,1979,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Rob J. van Glabbeek,74,French,Ro17@gmail.com,Eliminating Unit Productions from LR Parsers.,1977,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Ursula Goltz,23,French,Ur16@gmail.com,Contextual Nets.,1995,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Ursula Goltz,23,French,Ur16@gmail.com,Attribute (Re)evaluation in OPTRAN.,1988,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Antonella Santone,26,German,An4@gmail.com,Eliminating Unit Productions from LR Parsers.,1977,IEEE Conference on Computer Vision and Pattern Recognition,Israel,208-1-1-100197-6,1.6572/11011997118516,19,59,21,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Antonella Santone,26,German,An4@gmail.com,Attribute (Re)evaluation in OPTRAN.,1988,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Antonella Santone,26,German,An4@gmail.com,Domain Independence and the Relational Calculus.,1994,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Eric C. R. Hehner,27,Belgian,Er10@gmail.com,Eliminating Unit Productions from LR Parsers.,1977,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Eric C. R. Hehner,27,Belgian,Er10@gmail.com,Attribute (Re)evaluation in OPTRAN.,1988,AAAI Conference on Artificial Intelligence,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Machine Learning,Deep learning,NPL,Reinforcement Learning
Eric C. R. Hehner,27,Belgian,Er10@gmail.com,Domain Independence and the Relational Calculus.,1994,AAAI Conference on Artificial Intelligence,Sweden,830-4-12-100040-4,5.224/1161081101111772,74,114,28,Machine Learning,Deep learning,NPL,Reinforcement Learning
Eric C. R. Hehner,27,Belgian,Er10@gmail.com,Multi-Granularity Locking for Nested Transactions: A Proof Using a Possibilities Mapping.,1996,AAAI Conference on Artificial Intelligence,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Machine Learning,Deep learning,NPL,Reinforcement Learning
Moon-Jung Chung,73,Irish,Mo15@gmail.com,Bounded Quantification and Relations Recognizable by Finite Automata.,1978,IEEE Transactions on Wireless Communications,Italy,329-6-18-100771-1,0.7893/116108111109163,89,145,25,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Michael Evangelist,23,Canadian,Mi19@gmail.com,On Parallel Integer Sorting.,1992,Nucleic Acids Research,Germany,566-2-10-100502-8,2.8449/1001031031061503,79,71,8,sequence alignment,gene finding,genome assembly,drug design
Michael Evangelist,23,Canadian,Mi19@gmail.com,Domain Independence and the Relational Calculus.,1994,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Michael Evangelist,23,Canadian,Mi19@gmail.com,Multi-Granularity Locking for Nested Transactions: A Proof Using a Possibilities Mapping.,1996,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Michael Evangelist,23,Canadian,Mi19@gmail.com,Bounded Quantification and Relations Recognizable by Finite Automata.,1978,International Conference on Machine Learning,Brazil,804-2-6-100367-8,1.216/991201081055995,38,189,3,Machine Learning,Deep learning,NPL,Reinforcement Learning
Ivan Hal Sudborough,73,Greece,Iv4@gmail.com,Domain Independence and the Relational Calculus.,1994,IEEE Transactions on Cybernetics,Italy,222-4-14-100311-5,5.6164/11611197995254,78,117,4,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Ivan Hal Sudborough,73,Greece,Iv4@gmail.com,Bounded Quantification and Relations Recognizable by Finite Automata.,1978,IEEE Transactions on Information Theory,Argetina,120-1-11-100766-8,2.6564/113981201095993,9,193,5,computational complexity,data structures,parallel and distributed computation,probabilistic computation
Ivan Hal Sudborough,73,Greece,Iv4@gmail.com,A Complete Algebraic Characterization of Behavioral Subtyping.,2000,IEEE Journal of Selected Areas in Communications,Germany,664-5-18-100102-7,8.69/991031061144082,6,125,6,Service and cloud computing,pervasive computing and collaboration,Energy lab,Scalable internet services
Ivan Hal Sudborough,73,Greece,Iv4@gmail.com,Efficient execution of dynamically controllable simple temporal networks with uncertainty.,2016,Science,Netherlands,175-0-1-100082-0,3.7004/1021181091066417,67,52,18,sequence alignment,gene finding,genome assembly,drug design
Peter E. Bulychev,21,Scottish,Pe9@gmail.com,Bounded Quantification and Relations Recognizable by Finite Automata.,1978,IEEE Transactions on Image Processing,Brazil,741-5-14-100542-7,8.3886/101113120979356,3,172,14,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Peter E. Bulychev,21,Scottish,Pe9@gmail.com,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.,1997,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Alexandre David,38,Scottish,Al19@gmail.com,Bounded Quantification and Relations Recognizable by Finite Automata.,1978,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Alexandre David,38,Scottish,Al19@gmail.com,A Complete Algebraic Characterization of Behavioral Subtyping.,2000,European Conference on Computer Vision,Russia,253-5-13-100302-5,7.7955/1101221211108518,83,88,12,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Alexandre David,38,Scottish,Al19@gmail.com,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.,1997,Transactions on Geoscience and Remote Sensing,Israel,565-5-19-100564-8,3.1030/9911497115898,14,72,23,sequence alignment,gene finding,genome assembly,drug design
Kim G. Larsen,34,Scottish,Ki13@gmail.com,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.,1997,International Conference on Computer Vision,Australia,789-8-0-100595-4,3.8268/114106971112461,53,166,28,Computational Video,Image-based Rendering and Animation,3D Modelling of Humans,3D Scene Analysis
Kim G. Larsen,34,Scottish,Ki13@gmail.com,Behavioural Approaches to Algebraic Specifications: A Comparative Study.,1994,AAAI Conference on Artificial Intelligence,Israel,114-1-2-100068-3,9.4627/1141161181058171,67,108,6,Machine Learning,Deep learning,NPL,Reinforcement Learning
Guangyuan Li,66,Norwegian,Gu8@gmail.com,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.,1997,Annual Conference on Neural Information Processing Systems,Brazil,437-2-12-100288-0,1.7913/103109114976672,57,159,2,Machine Learning,Deep learning,NPL,Reinforcement Learning
