AuthorName,Age,Nationality,email,ArticleTitle,YearPublished,JournalName,Location,ISBN,DOI,Volume,Npages,Edition,keyword1,keyword2,keyword3,keyword4
Yoshihide Igarashi,53,American,Yo4@gmail.com,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,2010,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Computer Vision,Consistency,protein structure alignment,digital health
Ian F. Akyildiz,27,Irish,Ia12@gmail.com,Dispatcher Primitives for the Construction of Operating System Kernels.,2007,ACM Transactions on Algorithms,Australia,464-1-18-100009-6,2.2853/105117991209420,46,58,14,Declarative languages and runtime systems,Biomedical Image Analysis,Scalable data analysis and query processing,Heating Ventilation
Ian F. Akyildiz,27,Irish,Ia12@gmail.com,Compositional schedulability analysis of real-time actor-based systems.,2012,Quantum Information & Computation,Canada,522-0-13-100675-6,3.9916/115105971031077,3,124,1,using data to design user interfaces,Malware,Image-based Rendering and Animation,machine learning
Horst von Brand,33,Norwegian,Ho5@gmail.com,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,2005,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Metadata management,Data Breaches,Data Breaches,Metadata management
Horst von Brand,33,Norwegian,Ho5@gmail.com,Worst Case Performance of Weighted Buddy Systems.,2014,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,sequence alignment,Online Scams,drug discovery,affective computing
X. J. Chen,53,Irish,X.2@gmail.com,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,2010,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,domain-specific languages,parallel and distributed computation,using data to design user interfaces,Computational Video
X. J. Chen,53,Irish,X.2@gmail.com,Worst Case Performance of Weighted Buddy Systems.,2013,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,digital technology for older people,Numerical linear algebra,coordination and reliability,Medical device software
X. J. Chen,53,Irish,X.2@gmail.com,Contextual Nets.,2006,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Augmented Reality,database systems,Augmented Reality,domain-specific languages
Carlo Montangero,47,Norwegian,Ca11@gmail.com,Worst Case Performance of Weighted Buddy Systems.,2010,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Medical device software,3D Modelling of Humans,Electronic warfare engineering,concurrency
Rob J. van Glabbeek,74,French,Ro17@gmail.com,Applying relation algebra and Rel View to solve problems on orders and lattices.,2013,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,database systems,drug discovery,Machine Learning,Optimization
Ursula Goltz,23,French,Ur16@gmail.com,COSY - A System Specification Language Based on Paths and Processes.,2005,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,genome assembly,Finding roots of nonlinear equations,Reinforcement Learning,quantum computation
Ursula Goltz,23,French,Ur16@gmail.com,Applying relation algebra and Rel View to solve problems on orders and lattices.,2006,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,Finding roots of nonlinear equations,sequence alignment,data transformation,parallel and distributed computation
Ursula Goltz,23,French,Ur16@gmail.com,Eliminating Unit Productions from LR Parsers.,2006,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,type theory,Machine Learning for Computer Vision,Automotive software,type theory
Antonella Santone,26,German,An4@gmail.com,Applying relation algebra and Rel View to solve problems on orders and lattices.,2010,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,Finding roots of nonlinear equations,computational biology,protein structure prediction,type theory
Antonella Santone,26,German,An4@gmail.com,On Parallel Integer Sorting.,2009,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,Medical device software,Numerical quadrature,vision and graphics,protein structure prediction
Eric C. R. Hehner,27,Belgian,Er10@gmail.com,On Parallel Integer Sorting.,2008,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,computational complexity,Heating Ventilation,pervasive computing and collaboration,cryptography
Moon-Jung Chung,73,Irish,Mo15@gmail.com,Attribute (Re)evaluation in OPTRAN.,2012,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,Online Scams,Data cleaning,Data storage and physical design,Service and cloud computing
Moon-Jung Chung,73,Irish,Mo15@gmail.com,On Parallel Integer Sorting.,2012,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,Internet of Things,Machine Learning for Computer Vision,Optimization,Robotics
Moon-Jung Chung,73,Irish,Mo15@gmail.com,Domain Independence and the Relational Calculus.,2006,Decision Support Systems,Sweden,427-0-12-100429-6,1.3550/1221211031117984,77,195,17,language semantics,Data cleaning,Declarative languages and runtime systems,digital health
Moon-Jung Chung,73,Irish,Mo15@gmail.com,Multi-Granularity Locking for Nested Transactions: A Proof Using a Possibilities Mapping.,2011,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,Computer Vision,computational complexity,probabilistic computation,pervasive computing and collaboration
Michael Evangelist,23,Canadian,Mi19@gmail.com,A Complete Algebraic Characterization of Behavioral Subtyping.,2014,ACM Transactions on Database Systems,Canada,652-3-0-100702-8,5.8643/991031091186135,50,125,11,vision and graphics,Electronic warfare engineering,Interpolation and approximation,gene finding
Ivan Hal Sudborough,73,Greece,Iv4@gmail.com,Multi-Granularity Locking for Nested Transactions: A Proof Using a Possibilities Mapping.,2011,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,Secure data processing,Scalable data analysis and query processing,Mobile Protection,Scalable data analysis and query processing
Peter E. Bulychev,21,Scottish,Pe9@gmail.com,Multi-Granularity Locking for Nested Transactions: A Proof Using a Possibilities Mapping.,2012,Journal of Cryptology,Australia,819-2-11-100382-5,6.6117/117121115106231,51,104,17,Data cleaning,Machine Learning,Elementary and special functions,Medical device software
Peter E. Bulychev,21,Scottish,Pe9@gmail.com,A Complete Algebraic Characterization of Behavioral Subtyping.,2008,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,program analysis,gene finding,3D Scene Analysis,machine learning
Peter E. Bulychev,21,Scottish,Pe9@gmail.com,Efficient execution of dynamically controllable simple temporal networks with uncertainty.,2013,IEEE Transactions on Computers,Canada,196-7-0-100135-7,2.5793/1181021031108195,79,40,12,pervasive computing and collaboration,Telephony,Automotive software,protein structure prediction
Alexandre David,38,Scottish,Al19@gmail.com,Efficient execution of dynamically controllable simple temporal networks with uncertainty.,2014,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,Telephony,computational complexity,3D Scene Analysis,affective computing
Alexandre David,38,Scottish,Al19@gmail.com,Behavioural Approaches to Algebraic Specifications: A Comparative Study.,2007,Neural Computation,Australia,710-0-11-100051-3,7.1395/9711399972279,23,81,4,Delay-tolerant networking,Heating Ventilation,Medical device software,Medical device software
Kim G. Larsen,34,Scottish,Ki13@gmail.com,A Complete Algebraic Characterization of Behavioral Subtyping.,2014,Journal of Management Information Systems,Argetina,156-0-4-100452-4,1.3481/1181151111026356,82,137,21,Scalable internet services,Privacy,data structures,Electronic warfare engineering
Kim G. Larsen,34,Scottish,Ki13@gmail.com,Efficient execution of dynamically controllable simple temporal networks with uncertainty.,2006,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,Deep Learning,Energy lab,language semantics,data structures
Kim G. Larsen,34,Scottish,Ki13@gmail.com,Instruction sequence processing operators.,2005,Artificial Intelligence,Ecuador,884-2-10-100626-4,6.446/1011041061042659,25,157,15,Scalable internet services,machine learning,Secure data processing,machine learning
Guangyuan Li,66,Norwegian,Gu8@gmail.com,Efficient execution of dynamically controllable simple temporal networks with uncertainty.,2007,Journal of Documentation,Argetina,570-7-12-100732-1,1.7381/101113981093336,28,74,28,Security,Natural Language Processing,language semantics,protein structure alignment
Guangyuan Li,66,Norwegian,Gu8@gmail.com,Behavioural Approaches to Algebraic Specifications: A Comparative Study.,2013,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,Safe Computing,data transformation,Heating Ventilation,Medical device software
Timothy A. Budd,60,German,Ti6@gmail.com,What is Failure? An Approach to Constructive Negation.,2005,ACM Transactions on Computer-Human Interaction,Mexico,214-5-17-100517-2,4.1929/10310398973494,50,162,16,Augmented Reality,Security,automated theorem proving,Service and cloud computing
Timothy A. Budd,60,German,Ti6@gmail.com,STG decomposition strategies in combination with unfolding.,2013,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,Scalable data analysis and query processing,database systems,Malware,cryptography
Dana Angluin,21,Scottish,Da8@gmail.com,Behavioural Approaches to Algebraic Specifications: A Comparative Study.,2005,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,3D Modelling of Humans,automata theory,Mobile Protection,machine learning
Dana Angluin,21,Scottish,Da8@gmail.com,What is Failure? An Approach to Constructive Negation.,2006,ACM Transactions on Computer Systems,Israel,768-4-14-100698-1,4.413/1191051041164320,60,66,2,data transformation,Consistency,3D Scene Analysis,Secure data processing
Dana Angluin,21,Scottish,Da8@gmail.com,STG decomposition strategies in combination with unfolding.,2013,Information Research-An International Electronic Journal,Germany,292-1-15-100463-5,9.6614/1111121121084242,69,91,5,Electronic warfare engineering,data transformation,Energy lab,sequence alignment
Dana Angluin,21,Scottish,Da8@gmail.com,Quad Trees: A Data Structure for Retrieval on Composite Keys.,2009,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,using data to design user interfaces,Computer Vision,computational biology,Scalable data analysis and query processing
George Markowsky,42,British,Ge4@gmail.com,Instruction sequence processing operators.,2011,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,protein structure prediction,drug discovery,Elementary and special functions,Declarative languages and runtime systems
George Markowsky,42,British,Ge4@gmail.com,What is Failure? An Approach to Constructive Negation.,2006,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Automotive software,Natural Language Processing,Scalable data analysis and query processing,pervasive computing and collaboration
George Markowsky,42,British,Ge4@gmail.com,STG decomposition strategies in combination with unfolding.,2008,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Safe Computing,Delay-tolerant networking,Telephony,Technology-enhanced learning
Manfred P. Stadel,72,French,Ma12@gmail.com,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.,2006,Machine Learning,Netherlands,187-6-5-100382-7,5.6142/100104991088801,85,138,12,drug design,Mobile Protection,Heating Ventilation,Elementary and special functions
David A. Watt,52,Irish,Da12@gmail.com,STG decomposition strategies in combination with unfolding.,2006,ACM Transactions on Graphics,Italy,457-8-10-100783-0,9.2664/1011171101154587,13,90,24,protein structure alignment,cryptography,Telemetry,language implementation
David A. Watt,52,Irish,Da12@gmail.com,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.,2010,IEEE Transactions on Pattern Analysis and Machine Intelligence,Italy,593-5-0-100366-6,8.9215/98981221127173,81,173,6,type theory,Scalable data analysis and query processing,Data cleaning,Automotive software
David A. Watt,52,Irish,Da12@gmail.com,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.,2005,ACM Computing Surveys,Argetina,160-4-3-100721-5,2.9729/1151171171184545,65,30,11,Secure Passwords,genome assembly,vision and graphics,Consistency
Paul S. Amerins,66,Scottish,Pa11@gmail.com,Quad Trees: A Data Structure for Retrieval on Composite Keys.,2011,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,Safe Computing,data transformation,type theory,Augmented Reality
Paul S. Amerins,66,Scottish,Pa11@gmail.com,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.,2008,Annual Review of Information Science and Technology,Brazil,716-6-11-100606-8,0.5624/103118110106696,37,89,21,Security,Secure Passwords,using data to design user interfaces,Delay-tolerant networking
Paul S. Amerins,66,Scottish,Pa11@gmail.com,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.,2009,Algorithmica,China,288-0-5-100449-8,5.7659/1001001221185599,86,23,24,protein structure alignment,protein structure prediction,Online Scams,data transformation
Paul S. Amerins,66,Scottish,Pa11@gmail.com,Explaining the Wheel Sieve.,2010,IEEE Transactions on Fuzzy Systems,Ecuador,817-4-9-100423-0,1.5277/97117110113105,2,37,12,Augmented Reality,Energy lab,parallel and distributed computation,pervasive computing and collaboration
