"","X.1","X","AuthorName","Age","Nationality","email","ArticleTitle","YearPublished","ConferenceName","Location","ISBN","DOI","Volume","Npages","Edition","keyword1","keyword2","keyword3","keyword4","Reviewer1","Decision1","Reviewer2","Decision2","Reviewer3","Decision3","EditionName","Review1Name","Review2Name","Review3Name"
"47",47,47,"Christian Ronse",24,"Canadian","Ch18@gmail.com","The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.",1976,"Conference on Empirical Methods in Natural Language Processing","Luxembourg","357-7-13-100621-7","3.4895/1161171201198977",37,81,22,"type theory","automated theorem proving","language semantics","computer security","Pramod K. Varshney",0,"Dirk Janssens",1,"Prakash Panangaden",1,"Conference on Empirical Methods in Natural Language Processing 22","Pramod K. Varshney reviews  The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.","Dirk Janssens reviews  The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.","Prakash Panangaden reviews  The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue."
"48",48,48,"Christian Ronse",24,"Canadian","Ch18@gmail.com","Maximum Entropy and theG/G/1/NQueue.",1986,"Annual Conference on Neural Information Processing Systems","Brazil","437-2-12-100288-0","1.7913/103109114976672",57,159,2,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Heikki Mannila",0,"Michael Schenke",1,"Mikkel Thorup",0,"Annual Conference on Neural Information Processing Systems 2","Heikki Mannila reviews  Maximum Entropy and theG/G/1/NQueue.","Michael Schenke reviews  Maximum Entropy and theG/G/1/NQueue.","Mikkel Thorup reviews  Maximum Entropy and theG/G/1/NQueue."
"49",49,49,"Carol Critchlow",19,"Irish","Ca7@gmail.com","The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.",1976,"Conference on Empirical Methods in Natural Language Processing","Luxembourg","357-7-13-100621-7","3.4895/1161171201198977",37,81,22,"type theory","automated theorem proving","language semantics","computer security","Jurriaan Rot",1,"Matthias Wendlandt",1,"Barbara G. Ryder",1,"Conference on Empirical Methods in Natural Language Processing 22","Jurriaan Rot reviews  The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.","Matthias Wendlandt reviews  The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.","Barbara G. Ryder reviews  The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue."
"50",50,50,"Carol Critchlow",19,"Irish","Ca7@gmail.com","Maximum Entropy and theG/G/1/NQueue.",1986,"IEEE Conference on Computer Vision and Pattern Recognition","Israel","208-1-1-100197-6","1.6572/11011997118516",19,59,21,"Computational Video","Image-based Rendering and Animation","3D Modelling of Humans","3D Scene Analysis","Ramachandran Vaidyanathan",0,"Yuxi Fu",0,"Antonella Santone",0,"IEEE Conference on Computer Vision and Pattern Recognition 21","Ramachandran Vaidyanathan reviews  Maximum Entropy and theG/G/1/NQueue.","Yuxi Fu reviews  Maximum Entropy and theG/G/1/NQueue.","Antonella Santone reviews  Maximum Entropy and theG/G/1/NQueue."
"51",51,51,"Carol Critchlow",19,"Irish","Ca7@gmail.com","A theory of structural stationarity in thepi-Calculus.",2009,"International Conference on Machine Learning","Brazil","804-2-6-100367-8","1.216/991201081055995",38,189,3,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Matthew Hennessy",1,"Thomas N. Hibbard",1,"D. R. Milton",0,"International Conference on Machine Learning 3","Matthew Hennessy reviews  A theory of structural stationarity in thepi-Calculus.","Thomas N. Hibbard reviews  A theory of structural stationarity in thepi-Calculus.","D. R. Milton reviews  A theory of structural stationarity in thepi-Calculus."
"52",52,52,"Prakash Panangaden",72,"Finnish","Pr9@gmail.com","Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.",2000,"IEEE Journal of Selected Areas in Communications","Germany","664-5-18-100102-7","8.69/991031061144082",6,125,6,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Mark de Berg",0,"Sheng Yu",1,"Benedek Nagy",1,"IEEE Journal of Selected Areas in Communications 6","Mark de Berg reviews  Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.","Sheng Yu reviews  Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.","Benedek Nagy reviews  Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach."
"53",53,53,"Robin Milner",64,"Italian","Ro0@gmail.com","Maximum Entropy and theG/G/1/NQueue.",1986,"International Conference on Computer Vision","Australia","789-8-0-100595-4","3.8268/114106971112461",53,166,28,"Computational Video","Image-based Rendering and Animation","3D Modelling of Humans","3D Scene Analysis","Norbert Ramsperger",0,"Michel Sintzoff",0,"Christian Choffrut",0,"International Conference on Computer Vision 28","Norbert Ramsperger reviews  Maximum Entropy and theG/G/1/NQueue.","Michel Sintzoff reviews  Maximum Entropy and theG/G/1/NQueue.","Christian Choffrut reviews  Maximum Entropy and theG/G/1/NQueue."
"54",54,54,"Robin Milner",64,"Italian","Ro0@gmail.com","Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.",2000,"NeuroImage","Netherlands","358-5-8-100034-7","4.5742/1151041131209445",67,95,7,"sequence alignment","gene finding","genome assembly","drug design","Maw-Shang Chang",0,"Oded Goldreich 0001",1,"Vincent Vajnovszki",1,"NeuroImage 7","Maw-Shang Chang reviews  Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.","Oded Goldreich 0001 reviews  Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach.","Vincent Vajnovszki reviews  Abstraction and Performance in the Design of Parallel Programs: An Overview of the SAT Approach."
"55",55,55,"Robin Milner",64,"Italian","Ro0@gmail.com","Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.",2000,"AAAI Conference on Artificial Intelligence","Israel","114-1-2-100068-3","9.4627/1141161181058171",67,108,6,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Chung-Hao Huang",0,"Alexandre Brandwajn",0,"Stavros Konstantinidis",1,"AAAI Conference on Artificial Intelligence 6","Chung-Hao Huang reviews  Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.","Alexandre Brandwajn reviews  Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.","Stavros Konstantinidis reviews  Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells."
"56",56,56,"John Darlington",26,"Swedish","Jo11@gmail.com","A theory of structural stationarity in thepi-Calculus.",2009,"IEEE Transactions on Wireless Communications","Italy","329-6-18-100771-1","0.7893/116108111109163",89,145,25,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Christian Lengauer",1,"Eric C. R. Hehner",0,"Yuxi Fu",1,"IEEE Transactions on Wireless Communications 25","Christian Lengauer reviews  A theory of structural stationarity in thepi-Calculus.","Eric C. R. Hehner reviews  A theory of structural stationarity in thepi-Calculus.","Yuxi Fu reviews  A theory of structural stationarity in thepi-Calculus."
"57",57,57,"John Darlington",26,"Swedish","Jo11@gmail.com","Disjunctivity and other properties of sets of pseudo-bordered words.",2017,"NeuroImage","Netherlands","358-5-8-100034-7","4.5742/1151041131209445",67,95,7,"sequence alignment","gene finding","genome assembly","drug design","Stefano Varricchio",1,"Jacques Labetoulle",0,"Malcolm Tyrrell",1,"NeuroImage 7","Stefano Varricchio reviews  Disjunctivity and other properties of sets of pseudo-bordered words.","Jacques Labetoulle reviews  Disjunctivity and other properties of sets of pseudo-bordered words.","Malcolm Tyrrell reviews  Disjunctivity and other properties of sets of pseudo-bordered words."
"58",58,58,"Maria Calzarossa",18,"Norwegian","Ma10@gmail.com","Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.",2000,"NeuroImage","Netherlands","358-5-8-100034-7","4.5742/1151041131209445",67,95,7,"sequence alignment","gene finding","genome assembly","drug design","Anton Nijholt",1,"Damien Pous",0,"Peter R. J. Asveld",0,"NeuroImage 7","Anton Nijholt reviews  Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.","Damien Pous reviews  Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.","Peter R. J. Asveld reviews  Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells."
"59",59,59,"M. Italiani",43,"Mexican","M.8@gmail.com","Disjunctivity and other properties of sets of pseudo-bordered words.",2017,"IEEE Conference on Computer Vision and Pattern Recognition","Israel","208-1-1-100197-6","1.6572/11011997118516",19,59,21,"Computational Video","Image-based Rendering and Animation","3D Modelling of Humans","3D Scene Analysis","Ralph-Johan Back",1,"S. Kiran Kumar",1,"Antonios Kalampakas",1,"IEEE Conference on Computer Vision and Pattern Recognition 21","Ralph-Johan Back reviews  Disjunctivity and other properties of sets of pseudo-bordered words.","S. Kiran Kumar reviews  Disjunctivity and other properties of sets of pseudo-bordered words.","Antonios Kalampakas reviews  Disjunctivity and other properties of sets of pseudo-bordered words."
"60",60,60,"M. Italiani",43,"Mexican","M.8@gmail.com","Relational structures model of concurrency.",2008,"Science","Netherlands","175-0-1-100082-0","3.7004/1021181091066417",67,52,18,"sequence alignment","gene finding","genome assembly","drug design","Radhia Cousot",0,"X. J. Chen",0,"Ocan Sankur",0,"Science 18","Radhia Cousot reviews  Relational structures model of concurrency.","X. J. Chen reviews  Relational structures model of concurrency.","Ocan Sankur reviews  Relational structures model of concurrency."
"61",61,61,"Giuseppe Serazzi",74,"Finnish","Gi13@gmail.com","Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.",2000,"IEEE Transactions on Information Theory","Argetina","120-1-11-100766-8","2.6564/113981201095993",9,193,5,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Alfred Schmitt",1,"Joakim von Wright",1,"Matthew Hennessy",1,"IEEE Transactions on Information Theory 5","Alfred Schmitt reviews  Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.","Joakim von Wright reviews  Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.","Matthew Hennessy reviews  Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells."
"62",62,62,"Giuseppe Serazzi",74,"Finnish","Gi13@gmail.com","Disjunctivity and other properties of sets of pseudo-bordered words.",2017,"Annual Meeting of the Association for Computational Linguistics","Sweden","830-4-12-100040-4","5.224/1161081101111772",74,114,28,"computational complexity","data structures","parallel and distributed computation","probabilistic computation","Walter Vogler",1,"Niklaus Wirth",1,"Sven Skyum",1,"Annual Meeting of the Association for Computational Linguistics 28","Walter Vogler reviews  Disjunctivity and other properties of sets of pseudo-bordered words.","Niklaus Wirth reviews  Disjunctivity and other properties of sets of pseudo-bordered words.","Sven Skyum reviews  Disjunctivity and other properties of sets of pseudo-bordered words."
"63",63,63,"Giuseppe Serazzi",74,"Finnish","Gi13@gmail.com","Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.",1974,"International Conference on Machine Learning","Brazil","804-2-6-100367-8","1.216/991201081055995",38,189,3,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Luke Hunsberger",1,"Guy Pujolle",0,"Romain Brenguier",1,"International Conference on Machine Learning 3","Luke Hunsberger reviews  Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.","Guy Pujolle reviews  Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.","Romain Brenguier reviews  Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems."
"64",64,64,"Vincent Vajnovszki",28,"Belgian","Vi16@gmail.com","Disjunctivity and other properties of sets of pseudo-bordered words.",2017,"Science","Netherlands","175-0-1-100082-0","3.7004/1021181091066417",67,52,18,"sequence alignment","gene finding","genome assembly","drug design","Reinhard Wilhelm",0,"Ambuj K. Singh",0,"Arto Salomaa",0,"Science 18","Reinhard Wilhelm reviews  Disjunctivity and other properties of sets of pseudo-bordered words.","Ambuj K. Singh reviews  Disjunctivity and other properties of sets of pseudo-bordered words.","Arto Salomaa reviews  Disjunctivity and other properties of sets of pseudo-bordered words."
"65",65,65,"Vincent Vajnovszki",28,"Belgian","Vi16@gmail.com","Relational structures model of concurrency.",2008,"International Conference on Machine Learning","Brazil","804-2-6-100367-8","1.216/991201081055995",38,189,3,"Machine Learning","Deep learning","NPL","Reinforcement Learning","Ismo Hakala",0,"Raphael A. Finkel",1,"Jeffrey D. Ullman",1,"International Conference on Machine Learning 3","Ismo Hakala reviews  Relational structures model of concurrency.","Raphael A. Finkel reviews  Relational structures model of concurrency.","Jeffrey D. Ullman reviews  Relational structures model of concurrency."
"66",66,66,"Walter Vogler",40,"American","Wa2@gmail.com","On an Equivalence between Continuation and Stack Semantics.",1977,"IEEE Journal of Selected Areas in Communications","Germany","664-5-18-100102-7","8.69/991031061144082",6,125,6,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","C. A. Middelburg",1,"Alexandre Brandwajn",0,"Andrei P. Ershov",1,"IEEE Journal of Selected Areas in Communications 6","C. A. Middelburg reviews  On an Equivalence between Continuation and Stack Semantics.","Alexandre Brandwajn reviews  On an Equivalence between Continuation and Stack Semantics.","Andrei P. Ershov reviews  On an Equivalence between Continuation and Stack Semantics."
"67",67,67,"Walter Vogler",40,"American","Wa2@gmail.com","Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.",1974,"IEEE Transactions on Cybernetics","Italy","222-4-14-100311-5","5.6164/11611197995254",78,117,4,"Service and cloud computing","pervasive computing and collaboration","Energy lab","Scalable internet services","Erol Gelenbe",1,"Ugo Montanari",0,"Gary T. Leavens",0,"IEEE Transactions on Cybernetics 4","Erol Gelenbe reviews  Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.","Ugo Montanari reviews  Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.","Gary T. Leavens reviews  Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems."
