"","X.1","X","AuthorName","Age","Nationality","email","ArticleTitle","YearPublished","JournalName","Location","ISBN","DOI","Volume","Npages","Edition","keyword1","keyword2","keyword3","keyword4","Reviewer1","Decision1","Reviewer2","Decision2","Reviewer3","Decision3","VolumeName","Review1Name","Review2Name","Review3Name"
"46",46,46,"Maria Calzarossa",18,"Norwegian","Ma10@gmail.com","A theory of structural stationarity in thepi-Calculus.",2014,"Quantum Information & Computation","Canada","522-0-13-100675-6","3.9916/115105971031077","3","124",1,"protein structure alignment","domain-specific languages","distributed programming","Numerical linear algebra","Flavio Corradini",0,"William P. R. Mitchell",0,"Andrei P. Ershov",0,"Quantum Information & Computation 3","Flavio Corradini reviews  A theory of structural stationarity in thepi-Calculus.","William P. R. Mitchell reviews  A theory of structural stationarity in thepi-Calculus.","Andrei P. Ershov reviews  A theory of structural stationarity in thepi-Calculus."
"47",47,47,"Maria Calzarossa",18,"Norwegian","Ma10@gmail.com","Disjunctivity and other properties of sets of pseudo-bordered words.",2010,"Machine Learning","Netherlands","187-6-5-100382-7","5.6142/100104991088801","85","138",12,"Internet of Things","gene finding","protein structure alignment","vision and graphics","Jan A. Bergstra",0,"Michel Bidoit",1,"Corina Apachite",1,"Machine Learning 85","Jan A. Bergstra reviews  Disjunctivity and other properties of sets of pseudo-bordered words.","Michel Bidoit reviews  Disjunctivity and other properties of sets of pseudo-bordered words.","Corina Apachite reviews  Disjunctivity and other properties of sets of pseudo-bordered words."
"48",48,48,"Maria Calzarossa",18,"Norwegian","Ma10@gmail.com","Relational structures model of concurrency.",2011,"ACM Transactions on Algorithms","Australia","464-1-18-100009-6","2.2853/105117991209420","46","58",14,"Service and cloud computing","probabilistic computation","database systems","3D Modelling of Humans","Giuseppe Serazzi",1,"Kai Salomaa",1,"Linda Heyker",0,"ACM Transactions on Algorithms 46","Giuseppe Serazzi reviews  Relational structures model of concurrency.","Kai Salomaa reviews  Relational structures model of concurrency.","Linda Heyker reviews  Relational structures model of concurrency."
"49",49,49,"M. Italiani",43,"Mexican","M.8@gmail.com","Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.",2014,"IEEE Transactions on Pattern Analysis and Machine Intelligence","Italy","593-5-0-100366-6","8.9215/98981221127173","81","173",6,"3D Scene Analysis","3D Modelling of Humans","Security","affective computing","Davide Sangiorgi",1,"Thomas Klingler",0,"Marco Pazzaglia",0,"IEEE Transactions on Pattern Analysis and Machine Intelligence 81","Davide Sangiorgi reviews  Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.","Thomas Klingler reviews  Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.","Marco Pazzaglia reviews  Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells."
"50",50,50,"M. Italiani",43,"Mexican","M.8@gmail.com","On an Equivalence between Continuation and Stack Semantics.",2012,"IEEE Transactions on Computers","Canada","196-7-0-100135-7","2.5793/1181021031108195","79","40",12,"Robotics","Elementary and special functions","language semantics","computer security","Maria J. Serna",1,"Robert T. Moenck",1,"Robin Milner",1,"IEEE Transactions on Computers 79","Maria J. Serna reviews  On an Equivalence between Continuation and Stack Semantics.","Robert T. Moenck reviews  On an Equivalence between Continuation and Stack Semantics.","Robin Milner reviews  On an Equivalence between Continuation and Stack Semantics."
"51",51,51,"Giuseppe Serazzi",74,"Finnish","Gi13@gmail.com","Relational structures model of concurrency.",2011,"ACM Transactions on Computer-Human Interaction","Mexico","214-5-17-100517-2","4.1929/10310398973494","50","162",16,"vision and graphics","language implementation","Delay-tolerant networking","concurrency","Joseph M. Morris",0,"Derick Wood",1,"Nicolas Halbwachs",1,"ACM Transactions on Computer-Human Interaction 50","Joseph M. Morris reviews  Relational structures model of concurrency.","Derick Wood reviews  Relational structures model of concurrency.","Nicolas Halbwachs reviews  Relational structures model of concurrency."
"52",52,52,"Giuseppe Serazzi",74,"Finnish","Gi13@gmail.com","On an Equivalence between Continuation and Stack Semantics.",2012,"Journal of Cryptology","Australia","819-2-11-100382-5","6.6117/117121115106231","51","104",17,"networking","sequence alignment","pervasive computing and collaboration","algebra","Nathan Goodman",1,"Nissim Francez",0,"Michiel H. M. Smid",0,"Journal of Cryptology 51","Nathan Goodman reviews  On an Equivalence between Continuation and Stack Semantics.","Nissim Francez reviews  On an Equivalence between Continuation and Stack Semantics.","Michiel H. M. Smid reviews  On an Equivalence between Continuation and Stack Semantics."
"53",53,53,"Vincent Vajnovszki",28,"Belgian","Vi16@gmail.com","On an Equivalence between Continuation and Stack Semantics.",2008,"Machine Learning","Netherlands","187-6-5-100382-7","5.6142/100104991088801","85","138",12,"Data cleaning","computational economics","Safe Computing","Computer Vision","Arnold L. Rosenberg",0,"David Pager",0,"Jacques Labetoulle",0,"Machine Learning 85","Arnold L. Rosenberg reviews  On an Equivalence between Continuation and Stack Semantics.","David Pager reviews  On an Equivalence between Continuation and Stack Semantics.","Jacques Labetoulle reviews  On an Equivalence between Continuation and Stack Semantics."
"54",54,54,"Vincent Vajnovszki",28,"Belgian","Vi16@gmail.com","Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.",2008,"Journal of Documentation","Argetina","570-7-12-100732-1","1.7381/101113981093336","28","74",28,"Scalable data analysis and query processing","probabilistic computation","Malware","Computational Video","Filippo Bonchi",0,"Reinhard Wilhelm",0,"Jean Berstel",1,"Journal of Documentation 28","Filippo Bonchi reviews  Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.","Reinhard Wilhelm reviews  Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.","Jean Berstel reviews  Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems."
"55",55,55,"Vincent Vajnovszki",28,"Belgian","Vi16@gmail.com","A Note on the Density of Inherently Ambiguous Context-free Languages.",2007,"Annual Review of Information Science and Technology","Brazil","716-6-11-100606-8","0.5624/103118110106696","37","89",21,"Safe Computing","digital health","vision and graphics","Energy lab","Linqiang Pan",0,"Manfred Paul",0,"Rajamani Sundar",0,"Annual Review of Information Science and Technology 37","Linqiang Pan reviews  A Note on the Density of Inherently Ambiguous Context-free Languages.","Manfred Paul reviews  A Note on the Density of Inherently Ambiguous Context-free Languages.","Rajamani Sundar reviews  A Note on the Density of Inherently Ambiguous Context-free Languages."
"56",56,56,"Walter Vogler",40,"American","Wa2@gmail.com","Relational structures model of concurrency.",2012,"Machine Learning","Netherlands","187-6-5-100382-7","5.6142/100104991088801","85","138",12,"Augmented Reality","gene finding","computational biology","protein structure alignment","Mikkel Thorup",0,"Artiom Alhazov",1,"K. V. S. Ramarao",1,"Machine Learning 85","Mikkel Thorup reviews  Relational structures model of concurrency.","Artiom Alhazov reviews  Relational structures model of concurrency.","K. V. S. Ramarao reviews  Relational structures model of concurrency."
"57",57,57,"Walter Vogler",40,"American","Wa2@gmail.com","A Note on the Density of Inherently Ambiguous Context-free Languages.",2006,"Neural Computation","Australia","710-0-11-100051-3","7.1395/9711399972279","23","81",4,"Malware","genome assembly","drug discovery","Interpolation and approximation","Peter E. Lauer",1,"Zvi Galil",0,"Ivan Hal Sudborough",1,"Neural Computation 23","Peter E. Lauer reviews  A Note on the Density of Inherently Ambiguous Context-free Languages.","Zvi Galil reviews  A Note on the Density of Inherently Ambiguous Context-free Languages.","Ivan Hal Sudborough reviews  A Note on the Density of Inherently Ambiguous Context-free Languages."
"58",58,58,"Christian Stahl",39,"Mexican","Ch13@gmail.com","On an Equivalence between Continuation and Stack Semantics.",2005,"ACM Transactions on Graphics","Italy","457-8-10-100783-0","9.2664/1011171101154587","13","90",24,"digital technology for older people","Internet of Things","Deep Learning","protein structure prediction","Lars Lundberg",0,"Andrew J. Malton",0,"Vijay K. Vaishnavi",0,"ACM Transactions on Graphics 13","Lars Lundberg reviews  On an Equivalence between Continuation and Stack Semantics.","Andrew J. Malton reviews  On an Equivalence between Continuation and Stack Semantics.","Vijay K. Vaishnavi reviews  On an Equivalence between Continuation and Stack Semantics."
"59",59,59,"Christian Stahl",39,"Mexican","Ch13@gmail.com","Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.",2006,"Algorithmica","China","288-0-5-100449-8","5.7659/1001001221185599","86","23",24,"Medical device software","Natural Language Processing","drug discovery","Malware","Charles N. Fischer",1,"Tom Chothia",1,"Prakash Panangaden",1,"Algorithmica 86","Charles N. Fischer reviews  Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.","Tom Chothia reviews  Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.","Prakash Panangaden reviews  Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems."
"60",60,60,"Christian Stahl",39,"Mexican","Ch13@gmail.com","A Note on the Density of Inherently Ambiguous Context-free Languages.",2012,"IEEE Transactions on Computers","Canada","196-7-0-100135-7","2.5793/1181021031108195","79","40",12,"genome assembly","digital technology for older people","Mobile Protection","Scalable internet services","William R. Franta",0,"Burkhart Wolff",0,"Sanjeev Saxena",0,"IEEE Transactions on Computers 79","William R. Franta reviews  A Note on the Density of Inherently Ambiguous Context-free Languages.","Burkhart Wolff reviews  A Note on the Density of Inherently Ambiguous Context-free Languages.","Sanjeev Saxena reviews  A Note on the Density of Inherently Ambiguous Context-free Languages."
"61",61,61,"Christian Stahl",39,"Mexican","Ch13@gmail.com","Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.",2008,"ACM Transactions on Graphics","Italy","457-8-10-100783-0","9.2664/1011171101154587","13","90",24,"affective computing","domain-specific languages","cryptography","gene finding","J. H. Hine",0,"J. Ian Munro",1,"Jon Louis Bentley",1,"ACM Transactions on Graphics 13","J. H. Hine reviews  Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.","J. Ian Munro reviews  Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.","Jon Louis Bentley reviews  Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array."
"62",62,62,"Luc Devroye",76,"Finnish","Lu6@gmail.com","A Note on the Density of Inherently Ambiguous Context-free Languages.",2007,"Annual Review of Information Science and Technology","Brazil","716-6-11-100606-8","0.5624/103118110106696","37","89",21,"computational biology","using data to design user interfaces","type theory","drug discovery","Robert Endre Tarjan",0,"Paul S. Amerins",1,"Pietro Sala",0,"Annual Review of Information Science and Technology 37","Robert Endre Tarjan reviews  A Note on the Density of Inherently Ambiguous Context-free Languages.","Paul S. Amerins reviews  A Note on the Density of Inherently Ambiguous Context-free Languages.","Pietro Sala reviews  A Note on the Density of Inherently Ambiguous Context-free Languages."
"63",63,63,"Luc Devroye",76,"Finnish","Lu6@gmail.com","Compositional Refinements in Multiple Blackboard Systems.",2010,"ACM Transactions on Computer Systems","Israel","768-4-14-100698-1","4.413/1191051041164320","60","66",2,"protein structure alignment","Heating Ventilation","digital technology for older people","artificial intelligence","Annabelle McIver",0,"Hans-Peter Kriegel",1,"Xinxin Liu",0,"ACM Transactions on Computer Systems 60","Annabelle McIver reviews  Compositional Refinements in Multiple Blackboard Systems.","Hans-Peter Kriegel reviews  Compositional Refinements in Multiple Blackboard Systems.","Xinxin Liu reviews  Compositional Refinements in Multiple Blackboard Systems."
"64",64,64,"Luc Devroye",76,"Finnish","Lu6@gmail.com","Special issue on """"Combining Compositionality and Concurrency"""": part 1.",2013,"ACM Transactions on Computer Systems","Israel","768-4-14-100698-1","4.413/1191051041164320","60","66",2,"algebra","concurrency","3D Modelling of Humans","Delay-tolerant networking","Kim G. Larsen",0,"Thierry Fleury",1,"William R. Franta",1,"ACM Transactions on Computer Systems 60","Kim G. Larsen reviews  Special issue on """"Combining Compositionality and Concurrency"""": part 1.","Thierry Fleury reviews  Special issue on """"Combining Compositionality and Concurrency"""": part 1.","William R. Franta reviews  Special issue on """"Combining Compositionality and Concurrency"""": part 1."
"65",65,65,"T. C. Hu",29,"Canadian","T.19@gmail.com","Special issue on """"Combining Compositionality and Concurrency"""": part 1.",2012,"Neural Computation","Australia","710-0-11-100051-3","7.1395/9711399972279","23","81",4,"Secure data processing","using data to design user interfaces","language implementation","Declarative languages and runtime systems","Joseph M. Morris",1,"Manuel Ojeda-Aciego",1,"Flavio Corradini",1,"Neural Computation 23","Joseph M. Morris reviews  Special issue on """"Combining Compositionality and Concurrency"""": part 1.","Manuel Ojeda-Aciego reviews  Special issue on """"Combining Compositionality and Concurrency"""": part 1.","Flavio Corradini reviews  Special issue on """"Combining Compositionality and Concurrency"""": part 1."
"66",66,66,"K. C. Tan",52,"British","K.0@gmail.com","Computational Algorithms for Networks of Queues with Rejection Blocking.",2014,"IEEE Transactions on Computers","Canada","196-7-0-100135-7","2.5793/1181021031108195","79","40",12,"computational biology","Robotics","3D Scene Analysis","data structures","Patrick Cousot",0,"Thomas N. Hibbard",0,"Rainer Kemp",0,"IEEE Transactions on Computers 79","Patrick Cousot reviews  Computational Algorithms for Networks of Queues with Rejection Blocking.","Thomas N. Hibbard reviews  Computational Algorithms for Networks of Queues with Rejection Blocking.","Rainer Kemp reviews  Computational Algorithms for Networks of Queues with Rejection Blocking."
